,,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter
,,dummy,omnet,omnet,omnet,omnet,vadere,vadere,vadere,vadere,vadere,vadere
,,number_of_agents_mean,**wlan[*].radio.transmitter.power,*.hostMobile[*].app[1].messageLength,*.manager.host,*.manager.useVadereSeed,attributesSimulation.fixedSeed,attributesSimulation.useFixedSeed,sources.[id==1].distributionParameters,sources.[id==2].distributionParameters,sources.[id==5].distributionParameters,sources.[id==6].distributionParameters
id,run_id,,,,,,,,,,,
681,0,172.0,1.15mW,4616B,"""vadere_Sample__681_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43]
682,0,706.0,1.15mW,2863B,"""vadere_Sample__682_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001]
683,0,706.0,0.85mW,4616B,"""vadere_Sample__683_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001]
684,0,706.0,0.85mW,2863B,"""vadere_Sample__684_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001]
685,0,172.0,0.85mW,4616B,"""vadere_Sample__685_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43]
686,0,172.0,1.15mW,2863B,"""vadere_Sample__686_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43]
687,0,172.0,0.85mW,2863B,"""vadere_Sample__687_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43]
688,0,362.0,1.52mW,866B,"""vadere_Sample__688_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905]
689,0,379.0,1.52mW,866B,"""vadere_Sample__689_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475]
690,0,362.0,1.52mW,4113B,"""vadere_Sample__690_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905]
691,0,362.0,1.23mW,866B,"""vadere_Sample__691_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905]
692,0,362.0,1.23mW,4113B,"""vadere_Sample__692_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905]
693,0,379.0,1.23mW,866B,"""vadere_Sample__693_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475]
694,0,379.0,1.52mW,4113B,"""vadere_Sample__694_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475]
695,0,379.0,1.23mW,4113B,"""vadere_Sample__695_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475]
696,0,18.0,0.77mW,3366B,"""vadere_Sample__696_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045]
697,0,27.0,0.77mW,3366B,"""vadere_Sample__697_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675]
698,0,18.0,0.77mW,1613B,"""vadere_Sample__698_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045]
699,0,18.0,1.98mW,3366B,"""vadere_Sample__699_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045]
700,0,18.0,1.98mW,1613B,"""vadere_Sample__700_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045]
701,0,27.0,1.98mW,3366B,"""vadere_Sample__701_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675]
702,0,27.0,0.77mW,1613B,"""vadere_Sample__702_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675]
703,0,27.0,1.98mW,1613B,"""vadere_Sample__703_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675]
704,0,22.0,1.44mW,124B,"""vadere_Sample__704_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055]
705,0,538.0,1.44mW,124B,"""vadere_Sample__705_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345]
706,0,22.0,1.44mW,793B,"""vadere_Sample__706_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055]
707,0,22.0,1.5mW,124B,"""vadere_Sample__707_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055]
708,0,22.0,1.5mW,793B,"""vadere_Sample__708_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055]
709,0,538.0,1.5mW,124B,"""vadere_Sample__709_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345]
710,0,538.0,1.44mW,793B,"""vadere_Sample__710_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345]
711,0,538.0,1.5mW,793B,"""vadere_Sample__711_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345]
712,0,370.0,0.69mW,2624B,"""vadere_Sample__712_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925]
713,0,99.0,0.69mW,2624B,"""vadere_Sample__713_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475]
714,0,370.0,0.69mW,3293B,"""vadere_Sample__714_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925]
715,0,370.0,0.75mW,2624B,"""vadere_Sample__715_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925]
716,0,370.0,0.75mW,3293B,"""vadere_Sample__716_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925]
717,0,99.0,0.75mW,2624B,"""vadere_Sample__717_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475]
718,0,99.0,0.69mW,3293B,"""vadere_Sample__718_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475]
719,0,99.0,0.75mW,3293B,"""vadere_Sample__719_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475]
720,0,721.0,1.82mW,1374B,"""vadere_Sample__720_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025]
721,0,1154.0,1.82mW,1374B,"""vadere_Sample__721_0""",true,65722447231342458,True,[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],[2.8850000000000002]
722,0,721.0,1.82mW,4543B,"""vadere_Sample__722_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025]
723,0,721.0,1.12mW,1374B,"""vadere_Sample__723_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025]
724,0,721.0,1.12mW,4543B,"""vadere_Sample__724_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025]
725,0,1154.0,1.12mW,1374B,"""vadere_Sample__725_0""",true,65722447231342458,True,[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],[2.8850000000000002]
726,0,1154.0,1.82mW,4543B,"""vadere_Sample__726_0""",true,65722447231342458,True,[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],[2.8850000000000002]
727,0,1154.0,1.12mW,4543B,"""vadere_Sample__727_0""",true,65722447231342458,True,[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],[2.8850000000000002]
728,0,166.0,1.07mW,3874B,"""vadere_Sample__728_0""",true,65722447231342458,True,[0.41500000000000004],[0.41500000000000004],[0.41500000000000004],[0.41500000000000004]
729,0,272.0,1.07mW,3874B,"""vadere_Sample__729_0""",true,65722447231342458,True,[0.68],[0.68],[0.68],[0.68]
730,0,166.0,1.07mW,2043B,"""vadere_Sample__730_0""",true,65722447231342458,True,[0.41500000000000004],[0.41500000000000004],[0.41500000000000004],[0.41500000000000004]
731,0,166.0,1.87mW,3874B,"""vadere_Sample__731_0""",true,65722447231342458,True,[0.41500000000000004],[0.41500000000000004],[0.41500000000000004],[0.41500000000000004]
732,0,166.0,1.87mW,2043B,"""vadere_Sample__732_0""",true,65722447231342458,True,[0.41500000000000004],[0.41500000000000004],[0.41500000000000004],[0.41500000000000004]
733,0,272.0,1.87mW,3874B,"""vadere_Sample__733_0""",true,65722447231342458,True,[0.68],[0.68],[0.68],[0.68]
734,0,272.0,1.07mW,2043B,"""vadere_Sample__734_0""",true,65722447231342458,True,[0.68],[0.68],[0.68],[0.68]
735,0,272.0,1.87mW,2043B,"""vadere_Sample__735_0""",true,65722447231342458,True,[0.68],[0.68],[0.68],[0.68]
736,0,258.0,0.5mW,1999B,"""vadere_Sample__736_0""",true,65722447231342458,True,[0.645],[0.645],[0.645],[0.645]
737,0,178.0,0.5mW,1999B,"""vadere_Sample__737_0""",true,65722447231342458,True,[0.445],[0.445],[0.445],[0.445]
738,0,258.0,0.5mW,1418B,"""vadere_Sample__738_0""",true,65722447231342458,True,[0.645],[0.645],[0.645],[0.645]
739,0,258.0,1.31mW,1999B,"""vadere_Sample__739_0""",true,65722447231342458,True,[0.645],[0.645],[0.645],[0.645]
740,0,258.0,1.31mW,1418B,"""vadere_Sample__740_0""",true,65722447231342458,True,[0.645],[0.645],[0.645],[0.645]
741,0,178.0,1.31mW,1999B,"""vadere_Sample__741_0""",true,65722447231342458,True,[0.445],[0.445],[0.445],[0.445]
742,0,178.0,0.5mW,1418B,"""vadere_Sample__742_0""",true,65722447231342458,True,[0.445],[0.445],[0.445],[0.445]
743,0,178.0,1.31mW,1418B,"""vadere_Sample__743_0""",true,65722447231342458,True,[0.445],[0.445],[0.445],[0.445]
744,0,1079.0,1.25mW,4499B,"""vadere_Sample__744_0""",true,65722447231342458,True,[2.6975000000000002],[2.6975000000000002],[2.6975000000000002],[2.6975000000000002]
745,0,757.0,1.25mW,4499B,"""vadere_Sample__745_0""",true,65722447231342458,True,[1.8925],[1.8925],[1.8925],[1.8925]
746,0,1079.0,1.25mW,3918B,"""vadere_Sample__746_0""",true,65722447231342458,True,[2.6975000000000002],[2.6975000000000002],[2.6975000000000002],[2.6975000000000002]
747,0,1079.0,0.56mW,4499B,"""vadere_Sample__747_0""",true,65722447231342458,True,[2.6975000000000002],[2.6975000000000002],[2.6975000000000002],[2.6975000000000002]
748,0,1079.0,0.56mW,3918B,"""vadere_Sample__748_0""",true,65722447231342458,True,[2.6975000000000002],[2.6975000000000002],[2.6975000000000002],[2.6975000000000002]
749,0,757.0,0.56mW,4499B,"""vadere_Sample__749_0""",true,65722447231342458,True,[1.8925],[1.8925],[1.8925],[1.8925]
750,0,757.0,1.25mW,3918B,"""vadere_Sample__750_0""",true,65722447231342458,True,[1.8925],[1.8925],[1.8925],[1.8925]
751,0,757.0,0.56mW,3918B,"""vadere_Sample__751_0""",true,65722447231342458,True,[1.8925],[1.8925],[1.8925],[1.8925]
752,0,516.0,0.88mW,749B,"""vadere_Sample__752_0""",true,65722447231342458,True,[1.29],[1.29],[1.29],[1.29]
753,0,31.0,0.88mW,749B,"""vadere_Sample__753_0""",true,65722447231342458,True,[0.0775],[0.0775],[0.0775],[0.0775]
754,0,516.0,0.88mW,2668B,"""vadere_Sample__754_0""",true,65722447231342458,True,[1.29],[1.29],[1.29],[1.29]
755,0,516.0,0.93mW,749B,"""vadere_Sample__755_0""",true,65722447231342458,True,[1.29],[1.29],[1.29],[1.29]
756,0,516.0,0.93mW,2668B,"""vadere_Sample__756_0""",true,65722447231342458,True,[1.29],[1.29],[1.29],[1.29]
757,0,31.0,0.93mW,749B,"""vadere_Sample__757_0""",true,65722447231342458,True,[0.0775],[0.0775],[0.0775],[0.0775]
758,0,31.0,0.88mW,2668B,"""vadere_Sample__758_0""",true,65722447231342458,True,[0.0775],[0.0775],[0.0775],[0.0775]
759,0,31.0,0.93mW,2668B,"""vadere_Sample__759_0""",true,65722447231342458,True,[0.0775],[0.0775],[0.0775],[0.0775]
760,0,89.0,1.63mW,3249B,"""vadere_Sample__760_0""",true,65722447231342458,True,[0.2225],[0.2225],[0.2225],[0.2225]
761,0,387.0,1.63mW,3249B,"""vadere_Sample__761_0""",true,65722447231342458,True,[0.9675],[0.9675],[0.9675],[0.9675]
762,0,89.0,1.63mW,168B,"""vadere_Sample__762_0""",true,65722447231342458,True,[0.2225],[0.2225],[0.2225],[0.2225]
763,0,89.0,1.68mW,3249B,"""vadere_Sample__763_0""",true,65722447231342458,True,[0.2225],[0.2225],[0.2225],[0.2225]
764,0,89.0,1.68mW,168B,"""vadere_Sample__764_0""",true,65722447231342458,True,[0.2225],[0.2225],[0.2225],[0.2225]
765,0,387.0,1.68mW,3249B,"""vadere_Sample__765_0""",true,65722447231342458,True,[0.9675],[0.9675],[0.9675],[0.9675]
766,0,387.0,1.63mW,168B,"""vadere_Sample__766_0""",true,65722447231342458,True,[0.9675],[0.9675],[0.9675],[0.9675]
767,0,387.0,1.68mW,168B,"""vadere_Sample__767_0""",true,65722447231342458,True,[0.9675],[0.9675],[0.9675],[0.9675]
768,0,126.0,0.97mW,1687B,"""vadere_Sample__768_0""",true,65722447231342458,True,[0.315],[0.315],[0.315],[0.315]
769,0,917.0,0.97mW,1687B,"""vadere_Sample__769_0""",true,65722447231342458,True,[2.2925],[2.2925],[2.2925],[2.2925]
770,0,126.0,0.97mW,3605B,"""vadere_Sample__770_0""",true,65722447231342458,True,[0.315],[0.315],[0.315],[0.315]
771,0,126.0,1.97mW,1687B,"""vadere_Sample__771_0""",true,65722447231342458,True,[0.315],[0.315],[0.315],[0.315]
772,0,126.0,1.97mW,3605B,"""vadere_Sample__772_0""",true,65722447231342458,True,[0.315],[0.315],[0.315],[0.315]
773,0,917.0,1.97mW,1687B,"""vadere_Sample__773_0""",true,65722447231342458,True,[2.2925],[2.2925],[2.2925],[2.2925]
774,0,917.0,0.97mW,3605B,"""vadere_Sample__774_0""",true,65722447231342458,True,[2.2925],[2.2925],[2.2925],[2.2925]
775,0,917.0,1.97mW,3605B,"""vadere_Sample__775_0""",true,65722447231342458,True,[2.2925],[2.2925],[2.2925],[2.2925]
776,0,608.0,1.72mW,4187B,"""vadere_Sample__776_0""",true,65722447231342458,True,[1.52],[1.52],[1.52],[1.52]
777,0,222.0,1.72mW,4187B,"""vadere_Sample__777_0""",true,65722447231342458,True,[0.555],[0.555],[0.555],[0.555]
778,0,608.0,1.72mW,1105B,"""vadere_Sample__778_0""",true,65722447231342458,True,[1.52],[1.52],[1.52],[1.52]
779,0,608.0,1.22mW,4187B,"""vadere_Sample__779_0""",true,65722447231342458,True,[1.52],[1.52],[1.52],[1.52]
780,0,608.0,1.22mW,1105B,"""vadere_Sample__780_0""",true,65722447231342458,True,[1.52],[1.52],[1.52],[1.52]
781,0,222.0,1.22mW,4187B,"""vadere_Sample__781_0""",true,65722447231342458,True,[0.555],[0.555],[0.555],[0.555]
782,0,222.0,1.72mW,1105B,"""vadere_Sample__782_0""",true,65722447231342458,True,[0.555],[0.555],[0.555],[0.555]
783,0,222.0,1.22mW,1105B,"""vadere_Sample__783_0""",true,65722447231342458,True,[0.555],[0.555],[0.555],[0.555]
784,0,1451.0,0.6mW,437B,"""vadere_Sample__784_0""",true,65722447231342458,True,[3.6275],[3.6275],[3.6275],[3.6275]
785,0,457.0,0.6mW,437B,"""vadere_Sample__785_0""",true,65722447231342458,True,[1.1425],[1.1425],[1.1425],[1.1425]
786,0,1451.0,0.6mW,2355B,"""vadere_Sample__786_0""",true,65722447231342458,True,[3.6275],[3.6275],[3.6275],[3.6275]
787,0,1451.0,0.84mW,437B,"""vadere_Sample__787_0""",true,65722447231342458,True,[3.6275],[3.6275],[3.6275],[3.6275]
788,0,1451.0,0.84mW,2355B,"""vadere_Sample__788_0""",true,65722447231342458,True,[3.6275],[3.6275],[3.6275],[3.6275]
789,0,457.0,0.84mW,437B,"""vadere_Sample__789_0""",true,65722447231342458,True,[1.1425],[1.1425],[1.1425],[1.1425]
790,0,457.0,0.6mW,2355B,"""vadere_Sample__790_0""",true,65722447231342458,True,[1.1425],[1.1425],[1.1425],[1.1425]
791,0,457.0,0.84mW,2355B,"""vadere_Sample__791_0""",true,65722447231342458,True,[1.1425],[1.1425],[1.1425],[1.1425]
792,0,311.0,1.35mW,2937B,"""vadere_Sample__792_0""",true,65722447231342458,True,[0.7775],[0.7775],[0.7775],[0.7775]
793,0,64.0,1.35mW,2937B,"""vadere_Sample__793_0""",true,65722447231342458,True,[0.16],[0.16],[0.16],[0.16]
794,0,311.0,1.35mW,4855B,"""vadere_Sample__794_0""",true,65722447231342458,True,[0.7775],[0.7775],[0.7775],[0.7775]
795,0,311.0,1.59mW,2937B,"""vadere_Sample__795_0""",true,65722447231342458,True,[0.7775],[0.7775],[0.7775],[0.7775]
796,0,311.0,1.59mW,4855B,"""vadere_Sample__796_0""",true,65722447231342458,True,[0.7775],[0.7775],[0.7775],[0.7775]
797,0,64.0,1.59mW,2937B,"""vadere_Sample__797_0""",true,65722447231342458,True,[0.16],[0.16],[0.16],[0.16]
798,0,64.0,1.35mW,4855B,"""vadere_Sample__798_0""",true,65722447231342458,True,[0.16],[0.16],[0.16],[0.16]
799,0,64.0,1.59mW,4855B,"""vadere_Sample__799_0""",true,65722447231342458,True,[0.16],[0.16],[0.16],[0.16]
800,0,210.0,1.91mW,1062B,"""vadere_Sample__800_0""",true,65722447231342458,True,[0.525],[0.525],[0.525],[0.525]
801,0,137.0,1.91mW,1062B,"""vadere_Sample__801_0""",true,65722447231342458,True,[0.3425],[0.3425],[0.3425],[0.3425]
802,0,210.0,1.91mW,4230B,"""vadere_Sample__802_0""",true,65722447231342458,True,[0.525],[0.525],[0.525],[0.525]
803,0,210.0,1.78mW,1062B,"""vadere_Sample__803_0""",true,65722447231342458,True,[0.525],[0.525],[0.525],[0.525]
804,0,210.0,1.78mW,4230B,"""vadere_Sample__804_0""",true,65722447231342458,True,[0.525],[0.525],[0.525],[0.525]
805,0,137.0,1.78mW,1062B,"""vadere_Sample__805_0""",true,65722447231342458,True,[0.3425],[0.3425],[0.3425],[0.3425]
806,0,137.0,1.91mW,4230B,"""vadere_Sample__806_0""",true,65722447231342458,True,[0.3425],[0.3425],[0.3425],[0.3425]
807,0,137.0,1.78mW,4230B,"""vadere_Sample__807_0""",true,65722447231342458,True,[0.3425],[0.3425],[0.3425],[0.3425]
808,0,869.0,1.16mW,3562B,"""vadere_Sample__808_0""",true,65722447231342458,True,[2.1725],[2.1725],[2.1725],[2.1725]
809,0,636.0,1.16mW,3562B,"""vadere_Sample__809_0""",true,65722447231342458,True,[1.59],[1.59],[1.59],[1.59]
810,0,869.0,1.16mW,1730B,"""vadere_Sample__810_0""",true,65722447231342458,True,[2.1725],[2.1725],[2.1725],[2.1725]
811,0,869.0,1.03mW,3562B,"""vadere_Sample__811_0""",true,65722447231342458,True,[2.1725],[2.1725],[2.1725],[2.1725]
812,0,869.0,1.03mW,1730B,"""vadere_Sample__812_0""",true,65722447231342458,True,[2.1725],[2.1725],[2.1725],[2.1725]
813,0,636.0,1.03mW,3562B,"""vadere_Sample__813_0""",true,65722447231342458,True,[1.59],[1.59],[1.59],[1.59]
814,0,636.0,1.16mW,1730B,"""vadere_Sample__814_0""",true,65722447231342458,True,[1.59],[1.59],[1.59],[1.59]
815,0,636.0,1.03mW,1730B,"""vadere_Sample__815_0""",true,65722447231342458,True,[1.59],[1.59],[1.59],[1.59]
816,0,438.0,1.53mW,2312B,"""vadere_Sample__816_0""",true,65722447231342458,True,[1.095],[1.095],[1.095],[1.095]
817,0,326.0,1.53mW,2312B,"""vadere_Sample__817_0""",true,65722447231342458,True,[0.8150000000000001],[0.8150000000000001],[0.8150000000000001],[0.8150000000000001]
818,0,438.0,1.53mW,480B,"""vadere_Sample__818_0""",true,65722447231342458,True,[1.095],[1.095],[1.095],[1.095]
819,0,438.0,0.65mW,2312B,"""vadere_Sample__819_0""",true,65722447231342458,True,[1.095],[1.095],[1.095],[1.095]
820,0,438.0,0.65mW,480B,"""vadere_Sample__820_0""",true,65722447231342458,True,[1.095],[1.095],[1.095],[1.095]
821,0,326.0,0.65mW,2312B,"""vadere_Sample__821_0""",true,65722447231342458,True,[0.8150000000000001],[0.8150000000000001],[0.8150000000000001],[0.8150000000000001]
822,0,326.0,1.53mW,480B,"""vadere_Sample__822_0""",true,65722447231342458,True,[0.8150000000000001],[0.8150000000000001],[0.8150000000000001],[0.8150000000000001]
823,0,326.0,0.65mW,480B,"""vadere_Sample__823_0""",true,65722447231342458,True,[0.8150000000000001],[0.8150000000000001],[0.8150000000000001],[0.8150000000000001]
824,0,55.0,0.78mW,4812B,"""vadere_Sample__824_0""",true,65722447231342458,True,[0.1375],[0.1375],[0.1375],[0.1375]
825,0,1625.0,0.78mW,4812B,"""vadere_Sample__825_0""",true,65722447231342458,True,[4.0625],[4.0625],[4.0625],[4.0625]
826,0,55.0,0.78mW,2980B,"""vadere_Sample__826_0""",true,65722447231342458,True,[0.1375],[0.1375],[0.1375],[0.1375]
827,0,55.0,1.4mW,4812B,"""vadere_Sample__827_0""",true,65722447231342458,True,[0.1375],[0.1375],[0.1375],[0.1375]
828,0,55.0,1.4mW,2980B,"""vadere_Sample__828_0""",true,65722447231342458,True,[0.1375],[0.1375],[0.1375],[0.1375]
829,0,1625.0,1.4mW,4812B,"""vadere_Sample__829_0""",true,65722447231342458,True,[4.0625],[4.0625],[4.0625],[4.0625]
830,0,1625.0,0.78mW,2980B,"""vadere_Sample__830_0""",true,65722447231342458,True,[4.0625],[4.0625],[4.0625],[4.0625]
831,0,1625.0,1.4mW,2980B,"""vadere_Sample__831_0""",true,65722447231342458,True,[4.0625],[4.0625],[4.0625],[4.0625]
832,0,72.0,1.77mW,2468B,"""vadere_Sample__832_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
833,0,15.0,1.77mW,2468B,"""vadere_Sample__833_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
834,0,72.0,1.77mW,1887B,"""vadere_Sample__834_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
835,0,72.0,0.98mW,2468B,"""vadere_Sample__835_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
836,0,72.0,0.98mW,1887B,"""vadere_Sample__836_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
837,0,15.0,0.98mW,2468B,"""vadere_Sample__837_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
838,0,15.0,1.77mW,1887B,"""vadere_Sample__838_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
839,0,15.0,0.98mW,1887B,"""vadere_Sample__839_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
840,0,475.0,1.02mW,4968B,"""vadere_Sample__840_0""",true,65722447231342458,True,[1.1875],[1.1875],[1.1875],[1.1875]
841,0,356.0,1.02mW,4968B,"""vadere_Sample__841_0""",true,65722447231342458,True,[0.89],[0.89],[0.89],[0.89]
842,0,475.0,1.02mW,4387B,"""vadere_Sample__842_0""",true,65722447231342458,True,[1.1875],[1.1875],[1.1875],[1.1875]
843,0,475.0,1.73mW,4968B,"""vadere_Sample__843_0""",true,65722447231342458,True,[1.1875],[1.1875],[1.1875],[1.1875]
844,0,475.0,1.73mW,4387B,"""vadere_Sample__844_0""",true,65722447231342458,True,[1.1875],[1.1875],[1.1875],[1.1875]
845,0,356.0,1.73mW,4968B,"""vadere_Sample__845_0""",true,65722447231342458,True,[0.89],[0.89],[0.89],[0.89]
846,0,356.0,1.02mW,4387B,"""vadere_Sample__846_0""",true,65722447231342458,True,[0.89],[0.89],[0.89],[0.89]
847,0,356.0,1.73mW,4387B,"""vadere_Sample__847_0""",true,65722447231342458,True,[0.89],[0.89],[0.89],[0.89]
848,0,963.0,1.39mW,1218B,"""vadere_Sample__848_0""",true,65722447231342458,True,[2.4075],[2.4075],[2.4075],[2.4075]
849,0,157.0,1.39mW,1218B,"""vadere_Sample__849_0""",true,65722447231342458,True,[0.3925],[0.3925],[0.3925],[0.3925]
850,0,963.0,1.39mW,3137B,"""vadere_Sample__850_0""",true,65722447231342458,True,[2.4075],[2.4075],[2.4075],[2.4075]
851,0,963.0,1.36mW,1218B,"""vadere_Sample__851_0""",true,65722447231342458,True,[2.4075],[2.4075],[2.4075],[2.4075]
852,0,963.0,1.36mW,3137B,"""vadere_Sample__852_0""",true,65722447231342458,True,[2.4075],[2.4075],[2.4075],[2.4075]
853,0,157.0,1.36mW,1218B,"""vadere_Sample__853_0""",true,65722447231342458,True,[0.3925],[0.3925],[0.3925],[0.3925]
854,0,157.0,1.39mW,3137B,"""vadere_Sample__854_0""",true,65722447231342458,True,[0.3925],[0.3925],[0.3925],[0.3925]
855,0,157.0,1.36mW,3137B,"""vadere_Sample__855_0""",true,65722447231342458,True,[0.3925],[0.3925],[0.3925],[0.3925]
856,0,234.0,0.64mW,3718B,"""vadere_Sample__856_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
857,0,692.0,0.64mW,3718B,"""vadere_Sample__857_0""",true,65722447231342458,True,[1.73],[1.73],[1.73],[1.73]
858,0,234.0,0.64mW,637B,"""vadere_Sample__858_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
859,0,234.0,0.61mW,3718B,"""vadere_Sample__859_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
860,0,234.0,0.61mW,637B,"""vadere_Sample__860_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
861,0,692.0,0.61mW,3718B,"""vadere_Sample__861_0""",true,65722447231342458,True,[1.73],[1.73],[1.73],[1.73]
862,0,692.0,0.64mW,637B,"""vadere_Sample__862_0""",true,65722447231342458,True,[1.73],[1.73],[1.73],[1.73]
863,0,692.0,0.61mW,637B,"""vadere_Sample__863_0""",true,65722447231342458,True,[1.73],[1.73],[1.73],[1.73]
864,0,340.0,1.21mW,593B,"""vadere_Sample__864_0""",true,65722447231342458,True,[0.85],[0.85],[0.85],[0.85]
865,0,1021.0,1.21mW,593B,"""vadere_Sample__865_0""",true,65722447231342458,True,[2.5525],[2.5525],[2.5525],[2.5525]
